taxamount,yearbuilt,fips,taxvaluedollarcnt,calculatedfinishedsquarefeet,bathroomcnt,bedroomcnt,propertylandusetypeid,transactiondate
3792.0,1939.0,6037.0,302666.0,2065.0,2.0,4.0,261.0,2017-05-11
3734.85,1928.0,6037.0,297087.0,1157.0,1.0,2.0,261.0,2017-05-11
1186.68,1966.0,6037.0,72650.0,1669.0,2.0,3.0,261.0,2017-05-11
4482.92,1942.0,6037.0,370735.0,1332.0,3.0,4.0,261.0,2017-05-11
1461.45,1966.0,6037.0,104198.0,999.0,2.0,3.0,261.0,2017-05-11
3739.72,1963.0,6037.0,306256.0,984.0,1.0,2.0,261.0,2017-05-11
2903.48,1946.0,6037.0,223623.0,1275.0,2.0,3.0,261.0,2017-05-11
2152.11,1941.0,6037.0,155357.0,1619.0,2.0,3.0,261.0,2017-05-11
2090.46,1952.0,6037.0,159862.0,819.0,1.0,2.0,261.0,2017-05-11
7305.03,1947.0,6037.0,590000.0,1859.0,3.0,4.0,261.0,2017-05-11
5245.97,1930.0,6037.0,440000.0,1140.0,1.0,2.0,261.0,2017-05-11
2915.05,1925.0,6037.0,223993.0,1520.0,2.0,3.0,261.0,2017-05-11
2825.12,1926.0,6037.0,224512.0,1035.0,1.0,2.0,261.0,2017-05-11
896.03,1953.0,6037.0,52762.0,1028.0,1.0,2.0,261.0,2017-05-11
5422.76,1950.0,6037.0,448740.0,1294.0,1.0,2.0,261.0,2017-05-11
3342.14,1976.0,6037.0,205614.0,1589.0,3.0,3.0,261.0,2017-05-11
4112.47,1976.0,6037.0,260721.0,1854.0,3.0,3.0,261.0,2017-05-11
5454.16,1976.0,6037.0,358933.0,2181.0,3.0,3.0,261.0,2017-05-11
4711.2,1978.0,6037.0,300736.0,2698.0,4.0,5.0,261.0,2017-05-11
4288.98,1962.0,6037.0,273231.0,1602.0,2.0,4.0,261.0,2017-05-11
3322.0,1961.0,6037.0,202935.0,1672.0,2.0,4.0,261.0,2017-05-11
1841.62,1904.0,6037.0,138940.0,1568.0,2.0,5.0,261.0,2017-05-11
4148.49,1958.0,6037.0,333709.0,756.0,1.0,2.0,261.0,2017-05-11
2570.81,1945.0,6037.0,204294.0,1714.0,2.0,3.0,261.0,2017-05-11
7597.29,1964.0,6037.0,627423.0,1323.0,2.0,2.0,261.0,2017-05-11
569.5,1927.0,6037.0,37641.0,1504.0,1.0,2.0,261.0,2017-05-11
5432.61,1929.0,6037.0,438278.0,1722.0,2.0,2.0,261.0,2017-05-11
387.19,1924.0,6037.0,26875.0,896.0,1.0,2.0,261.0,2017-05-11
20043.88,1964.0,6037.0,1729677.0,2373.0,3.0,5.0,261.0,2017-05-11
2372.27,1965.0,6037.0,141823.0,2242.0,3.0,4.0,261.0,2017-05-11
11081.99,1981.0,6037.0,928840.0,2714.0,3.0,3.0,261.0,2017-05-11
7429.72,1965.0,6037.0,595046.0,2737.0,3.0,4.0,261.0,2017-05-11
942.4,1911.0,6037.0,57936.0,1637.0,2.0,3.0,261.0,2017-05-11
3180.46,1938.0,6037.0,227072.0,1315.0,1.0,3.0,261.0,2017-05-11
4845.93,1940.0,6037.0,373430.0,1668.0,2.0,3.0,261.0,2017-05-11
1034.81,1940.0,6037.0,71617.0,996.0,1.0,2.0,261.0,2017-05-11
1107.59,1921.0,6037.0,72240.0,1288.0,1.0,2.0,261.0,2017-05-11
1320.18,1905.0,6037.0,53172.0,741.0,1.0,2.0,261.0,2017-05-11
9712.34,1908.0,6037.0,804692.0,1568.0,2.0,3.0,261.0,2017-05-11
3064.25,1948.0,6037.0,202343.0,1891.0,2.0,2.0,261.0,2017-05-11
4398.38,1929.0,6037.0,364796.0,2211.0,3.0,3.0,261.0,2017-05-11
9389.78,1959.0,6037.0,773709.0,2826.0,2.0,2.0,261.0,2017-05-11
10194.22,1908.0,6037.0,847790.0,1798.0,3.0,3.0,261.0,2017-05-11
7331.19,1924.0,6037.0,598751.0,1584.0,2.0,3.0,261.0,2017-05-11
1527.8,1909.0,6037.0,69339.0,1500.0,1.0,2.0,261.0,2017-05-11
8300.69,1925.0,6037.0,678021.0,2129.0,1.0,3.0,261.0,2017-05-11
7448.8,1991.0,6037.0,602178.0,2706.0,4.0,4.0,261.0,2017-05-11
14912.73,1907.0,6037.0,1273245.0,2387.0,3.0,3.0,261.0,2017-05-11
3345.08,1924.0,6037.0,271614.0,1990.0,2.0,3.0,261.0,2017-05-11
5166.41,1921.0,6037.0,425401.0,1222.0,2.0,2.0,261.0,2017-05-11
6156.76,1988.0,6037.0,510433.0,2090.0,3.0,4.0,261.0,2017-05-11
1364.75,1909.0,6037.0,87787.0,2556.0,1.0,5.0,261.0,2017-05-11
1294.39,1940.0,6037.0,87354.0,1402.0,2.0,3.0,261.0,2017-05-11
7405.39,1951.0,6037.0,621508.0,2000.0,2.0,2.0,261.0,2017-05-11
25418.04,1936.0,6037.0,2159528.0,3073.0,4.0,4.0,261.0,2017-05-11
12796.42,1951.0,6037.0,1007985.0,1494.0,2.0,2.0,261.0,2017-05-11
27018.64,2004.0,6037.0,2355406.0,5591.0,6.0,4.0,261.0,2017-05-11
67433.18,1936.0,6037.0,5952000.0,6396.0,7.0,6.0,261.0,2017-05-11
50365.98,1922.0,6037.0,4452797.0,3898.0,4.0,4.0,261.0,2017-05-11
50218.06,1955.0,6037.0,4368989.0,4571.0,6.0,6.0,261.0,2017-05-11
7887.04,1935.0,6037.0,451273.0,6762.0,6.0,4.0,261.0,2017-05-11
36315.58,1928.0,6037.0,3104698.0,5074.0,6.0,6.0,261.0,2017-05-11
28122.8,2000.0,6037.0,2321155.0,6704.0,7.0,6.0,261.0,2017-05-11
17134.2,1941.0,6037.0,1357175.0,4075.0,4.0,4.0,261.0,2017-05-11
86971.41,1928.0,6037.0,7766509.0,7439.0,8.0,6.0,261.0,2017-05-11
7524.46,1927.0,6037.0,581558.0,3959.0,3.0,6.0,261.0,2017-05-11
16151.9,1950.0,6037.0,1245183.0,4365.0,4.0,4.0,261.0,2017-05-11
26255.54,1938.0,6037.0,2176489.0,4769.0,6.0,4.0,261.0,2017-05-11
7790.22,1948.0,6037.0,464929.0,5836.0,5.0,6.0,261.0,2017-05-11
39623.13,1951.0,6037.0,3400017.0,5685.0,5.0,5.0,261.0,2017-05-11
6104.4,1924.0,6037.0,466094.0,1385.0,2.0,2.0,261.0,2017-05-11
5770.85,1926.0,6037.0,434727.0,1536.0,1.0,3.0,261.0,2017-05-11
7724.49,1927.0,6037.0,653269.0,2871.0,3.0,4.0,261.0,2017-05-11
13442.21,1926.0,6037.0,1110000.0,2338.0,2.0,3.0,261.0,2017-05-11
15952.92,1933.0,6037.0,1336588.0,2831.0,3.0,3.0,261.0,2017-05-11
10770.14,1948.0,6037.0,912920.0,2711.0,4.0,4.0,261.0,2017-05-11
3581.61,1923.0,6037.0,137526.0,3070.0,3.0,5.0,261.0,2017-05-11
15551.84,1940.0,6037.0,1295402.0,1818.0,2.0,2.0,261.0,2017-05-11
2906.13,1975.0,6037.0,185693.0,2642.0,3.0,4.0,261.0,2017-05-11
3194.35,1940.0,6037.0,119457.0,1896.0,2.0,3.0,261.0,2017-05-11
7773.87,1940.0,6037.0,543723.0,1776.0,2.0,2.0,261.0,2017-05-11
16097.12,1937.0,6037.0,1300898.0,2652.0,3.0,3.0,261.0,2017-05-11
12564.67,1937.0,6037.0,966983.0,1959.0,2.0,3.0,261.0,2017-05-11
15815.19,1939.0,6037.0,1271123.0,2333.0,2.0,3.0,261.0,2017-05-11
13361.79,1941.0,6037.0,1165057.0,1626.0,1.0,2.0,261.0,2017-05-11
4530.61,1930.0,6037.0,210001.0,4023.0,4.0,4.0,261.0,2017-05-11
1710.28,1940.0,6037.0,106961.0,1525.0,2.0,3.0,261.0,2017-05-11
5336.21,1925.0,6037.0,442035.0,2364.0,2.0,4.0,261.0,2017-05-11
2277.36,1921.0,6037.0,168591.0,984.0,1.0,1.0,261.0,2017-05-11
3442.78,1927.0,6037.0,271342.0,1272.0,1.0,3.0,261.0,2017-05-11
5882.6,1924.0,6037.0,490015.0,1137.0,1.0,3.0,261.0,2017-05-11
2044.84,1923.0,6037.0,148424.0,986.0,1.0,2.0,261.0,2017-05-11
5719.52,1948.0,6037.0,477996.0,2244.0,3.0,3.0,261.0,2017-05-11
2858.46,1927.0,6037.0,222139.0,836.0,1.0,2.0,261.0,2017-05-11
2034.22,1937.0,6037.0,152071.0,1360.0,2.0,3.0,261.0,2017-05-11
4239.61,1932.0,6037.0,340920.0,1621.0,2.0,2.0,261.0,2017-05-11
2925.06,1948.0,6037.0,230752.0,1757.0,2.0,5.0,261.0,2017-05-11
5527.6,1930.0,6037.0,466000.0,1164.0,1.0,2.0,261.0,2017-05-11
3660.64,1930.0,6037.0,290011.0,1522.0,2.0,3.0,261.0,2017-05-11
1898.42,1927.0,6037.0,143298.0,760.0,1.0,2.0,261.0,2017-05-11
5627.59,1953.0,6037.0,475534.0,1076.0,1.0,3.0,261.0,2017-05-11
3378.99,1925.0,6037.0,278750.0,1286.0,2.0,2.0,261.0,2017-05-11
6111.16,1938.0,6037.0,504429.0,2292.0,2.0,3.0,261.0,2017-05-11
6203.71,1939.0,6037.0,523391.0,1601.0,2.0,4.0,261.0,2017-05-11
4476.85,1937.0,6037.0,369125.0,1582.0,2.0,3.0,261.0,2017-05-11
3957.61,1923.0,6037.0,323032.0,1538.0,1.0,3.0,261.0,2017-05-11
5274.35,1953.0,6037.0,439572.0,2349.0,3.0,3.0,261.0,2017-05-11
4178.11,1920.0,6037.0,342563.0,1708.0,3.0,4.0,261.0,2017-05-11
1072.8,1936.0,6037.0,67500.0,1142.0,1.0,2.0,261.0,2017-05-11
1229.38,1939.0,6037.0,77821.0,1434.0,2.0,3.0,261.0,2017-05-11
986.8,1950.0,6037.0,60637.0,923.0,1.0,2.0,261.0,2017-05-11
3205.15,1926.0,6037.0,254914.0,2009.0,2.0,3.0,261.0,2017-05-11
4488.12,1947.0,6037.0,362760.0,1794.0,2.0,3.0,261.0,2017-05-11
1843.18,1949.0,6037.0,130785.0,2384.0,2.0,5.0,261.0,2017-05-11
3687.8,1951.0,6037.0,299117.0,1221.0,2.0,2.0,261.0,2017-05-11
4164.94,1951.0,6037.0,337303.0,1927.0,2.0,3.0,261.0,2017-05-11
6497.36,1924.0,6037.0,168937.0,1312.0,2.0,3.0,261.0,2017-05-11
2603.7,1928.0,6037.0,202390.0,1580.0,2.0,3.0,261.0,2017-05-11
6706.26,1953.0,6037.0,570000.0,1217.0,1.0,2.0,261.0,2017-05-11
915.1,1947.0,6037.0,53253.0,1212.0,1.0,3.0,261.0,2017-05-11
3074.41,1924.0,6037.0,238363.0,960.0,1.0,2.0,261.0,2017-05-11
5595.23,1947.0,6037.0,470039.0,1421.0,2.0,3.0,261.0,2017-05-11
8550.48,2013.0,6037.0,630699.0,2369.0,3.0,4.0,261.0,2017-05-11
5615.01,1942.0,6037.0,405945.0,1325.0,1.0,2.0,261.0,2017-05-11
9790.46,1951.0,6037.0,739101.0,1871.0,2.0,4.0,261.0,2017-05-11
5660.93,1941.0,6037.0,409311.0,1199.0,1.0,3.0,261.0,2017-05-11
1220.59,1950.0,6037.0,68916.0,1737.0,3.0,3.0,261.0,2017-05-11
2306.67,1923.0,6037.0,154718.0,1502.0,2.0,4.0,261.0,2017-05-11
4355.38,1926.0,6037.0,315170.0,1201.0,1.0,2.0,261.0,2017-05-11
4469.66,1938.0,6037.0,323305.0,1370.0,1.0,3.0,261.0,2017-05-11
7338.48,1939.0,6037.0,202401.0,2752.0,3.0,5.0,261.0,2017-05-11
2870.85,1939.0,6037.0,199553.0,1195.0,1.0,2.0,261.0,2017-05-11
6007.45,1927.0,6037.0,497916.0,1906.0,2.0,4.0,261.0,2017-05-11
7141.96,1928.0,6037.0,527639.0,2257.0,3.0,3.0,261.0,2017-05-11
6496.23,1932.0,6037.0,471407.0,1701.0,2.0,3.0,261.0,2017-05-11
5708.47,1940.0,6037.0,412209.0,1498.0,2.0,3.0,261.0,2017-05-11
15459.9,1923.0,6037.0,1167000.0,2115.0,2.0,3.0,261.0,2017-05-11
8382.04,1947.0,6037.0,616616.0,2217.0,2.0,3.0,261.0,2017-05-11
7220.32,1939.0,6037.0,537091.0,1455.0,2.0,3.0,261.0,2017-05-11
12859.96,1999.0,6037.0,964487.0,2769.0,3.0,4.0,261.0,2017-05-11
8523.65,1990.0,6037.0,634852.0,2504.0,3.0,4.0,261.0,2017-05-11
1439.32,1940.0,6037.0,84978.0,2042.0,2.0,3.0,261.0,2017-05-11
1635.51,1951.0,6037.0,100948.0,1830.0,2.0,3.0,261.0,2017-05-11
5276.85,1940.0,6037.0,384774.0,1815.0,3.0,4.0,261.0,2017-05-11
6013.86,1940.0,6037.0,443661.0,1250.0,2.0,3.0,261.0,2017-05-11
4533.28,2010.0,6037.0,325583.0,1802.0,3.0,4.0,261.0,2017-05-11
3528.24,1947.0,6037.0,255818.0,846.0,1.0,2.0,261.0,2017-05-11
883.79,1955.0,6037.0,62384.0,360.0,0.0,0.0,261.0,2017-05-11
1736.75,1968.0,6037.0,119014.0,1541.0,1.0,3.0,261.0,2017-05-11
3367.36,1941.0,6037.0,259151.0,1344.0,2.0,4.0,261.0,2017-05-11
2192.54,1946.0,6037.0,145249.0,866.0,1.0,2.0,261.0,2017-05-11
2472.78,1948.0,6037.0,156782.0,1478.0,2.0,2.0,261.0,2017-05-11
811.49,1940.0,6037.0,41159.0,1048.0,1.0,3.0,261.0,2017-05-11
1472.68,1946.0,6037.0,99454.0,842.0,1.0,2.0,261.0,2017-05-11
5351.2,1926.0,6037.0,435670.0,1780.0,2.0,3.0,261.0,2017-05-11
1711.49,1946.0,6037.0,116707.0,1866.0,2.0,3.0,261.0,2017-05-11
4267.97,1942.0,6037.0,337068.0,870.0,1.0,1.0,261.0,2017-05-11
1468.6,1952.0,6037.0,95425.0,1888.0,2.0,3.0,261.0,2017-05-11
1098.15,1955.0,6037.0,67053.0,1242.0,2.0,3.0,261.0,2017-05-11
2478.99,1951.0,6037.0,82374.0,1514.0,2.0,3.0,261.0,2017-05-11
4052.19,1935.0,6037.0,220663.0,1086.0,1.0,2.0,261.0,2017-05-11
13395.24,1952.0,6037.0,1160778.0,1681.0,3.0,3.0,261.0,2017-05-11
9157.44,1951.0,6037.0,776980.0,2498.0,3.0,3.0,261.0,2017-05-11
3926.12,1948.0,6037.0,306999.0,4320.0,5.0,6.0,261.0,2017-05-11
9848.5,1943.0,6037.0,757580.0,1425.0,2.0,3.0,261.0,2017-05-11
11211.86,1952.0,6037.0,880660.0,1702.0,2.0,3.0,261.0,2017-05-11
13263.19,1938.0,6037.0,1146092.0,2716.0,3.0,3.0,261.0,2017-05-11
6713.68,1966.0,6037.0,567009.0,1606.0,2.0,3.0,261.0,2017-05-11
10214.95,2002.0,6037.0,874770.0,4361.0,5.0,5.0,261.0,2017-05-11
4755.16,1950.0,6037.0,394529.0,1736.0,2.0,3.0,261.0,2017-05-11
1106.29,1949.0,6037.0,69007.0,1193.0,2.0,3.0,261.0,2017-05-11
18283.32,2013.0,6037.0,1594722.0,3546.0,6.0,5.0,261.0,2017-05-11
8312.52,1949.0,6037.0,709340.0,1066.0,1.0,2.0,261.0,2017-05-11
3200.96,1951.0,6037.0,250601.0,1006.0,1.0,3.0,261.0,2017-05-11
5828.78,1954.0,6037.0,492419.0,1399.0,2.0,3.0,261.0,2017-05-11
1257.83,1964.0,6037.0,79892.0,2000.0,3.0,4.0,261.0,2017-05-11
9940.9,1950.0,6037.0,858192.0,1808.0,2.0,3.0,261.0,2017-05-11
6600.96,1947.0,6037.0,564482.0,918.0,1.0,2.0,261.0,2017-05-11
3065.9,1961.0,6037.0,243748.0,1340.0,2.0,2.0,261.0,2017-05-11
15148.54,1939.0,6037.0,1319824.0,1626.0,2.0,2.0,261.0,2017-05-11
21079.69,2005.0,6037.0,1847049.0,4520.0,4.0,5.0,261.0,2017-05-11
3000.65,1948.0,6037.0,239290.0,1571.0,2.0,3.0,261.0,2017-05-11
2622.77,1940.0,6037.0,205937.0,1304.0,2.0,4.0,261.0,2017-05-11
2966.54,1945.0,6037.0,239623.0,897.0,1.0,2.0,261.0,2017-05-11
8642.5,1965.0,6037.0,737865.0,1920.0,3.0,4.0,261.0,2017-05-11
4007.52,1963.0,6037.0,323642.0,1288.0,2.0,3.0,261.0,2017-05-11
2531.74,1953.0,6037.0,196144.0,1782.0,2.0,3.0,261.0,2017-05-11
9240.98,1953.0,6037.0,775000.0,1817.0,3.0,4.0,261.0,2017-05-11
2332.51,1950.0,6037.0,180235.0,1242.0,1.0,3.0,261.0,2017-05-11
7068.57,1963.0,6037.0,605492.0,1404.0,2.0,3.0,261.0,2017-05-11
4321.79,1983.0,6037.0,350045.0,1732.0,3.0,3.0,261.0,2017-05-11
3188.79,1947.0,6037.0,256986.0,1279.0,2.0,3.0,261.0,2017-05-11
4175.89,1965.0,6037.0,343804.0,1738.0,3.0,3.0,261.0,2017-05-11
6148.94,1998.0,6037.0,516469.0,2832.0,4.0,5.0,261.0,2017-05-11
7284.28,2013.0,6037.0,612374.0,3273.0,5.0,4.0,261.0,2017-05-11
820.76,1862.0,6037.0,37641.0,1081.0,1.0,2.0,261.0,2017-05-11
5449.33,1953.0,6037.0,447063.0,1101.0,2.0,3.0,261.0,2017-05-11
420.51,1949.0,6037.0,132376.0,802.0,1.0,2.0,261.0,2017-05-11
6044.17,1929.0,6037.0,476236.0,1890.0,2.0,4.0,261.0,2017-05-11
2796.51,1946.0,6037.0,210253.0,1402.0,2.0,3.0,261.0,2017-05-11
273.92,1921.0,6037.0,20246.0,704.0,1.0,2.0,261.0,2017-05-11
1727.48,1905.0,6037.0,133149.0,624.0,1.0,2.0,261.0,2017-05-11
3115.13,1937.0,6037.0,248288.0,862.0,1.0,2.0,261.0,2017-05-11
3535.87,1900.0,6037.0,279754.0,1940.0,1.0,4.0,261.0,2017-05-11
8338.05,1907.0,6037.0,686553.0,1560.0,2.0,3.0,261.0,2017-05-11
3201.75,1895.0,6037.0,253162.0,2142.0,1.0,4.0,261.0,2017-05-11
1474.99,1974.0,6037.0,116136.0,2082.0,3.0,3.0,261.0,2017-05-11
1857.14,1928.0,6037.0,146444.0,2467.0,2.0,4.0,261.0,2017-05-11
2490.77,1898.0,6037.0,194230.0,1332.0,1.0,4.0,261.0,2017-05-11
9915.69,1926.0,6037.0,829700.0,1222.0,2.0,3.0,261.0,2017-05-11
11784.45,1927.0,6037.0,973624.0,1746.0,2.0,3.0,261.0,2017-05-11
8144.84,1946.0,6037.0,669988.0,1556.0,2.0,2.0,261.0,2017-05-11
4385.61,1988.0,6037.0,356651.0,2905.0,4.0,4.0,261.0,2017-05-11
3194.0,1941.0,6037.0,248686.0,2102.0,2.0,2.0,261.0,2017-05-11
1750.1,1913.0,6037.0,139801.0,1540.0,2.0,2.0,261.0,2017-05-11
1649.07,1906.0,6037.0,134775.0,768.0,1.0,3.0,261.0,2017-05-11
8890.51,2000.0,6037.0,730523.0,2028.0,3.0,3.0,261.0,2017-05-11
5960.64,1924.0,6037.0,485975.0,1660.0,3.0,3.0,261.0,2017-05-11
11559.7,1959.0,6037.0,965539.0,1500.0,2.0,4.0,261.0,2017-05-11
1202.44,1937.0,6037.0,94935.0,1811.0,3.0,3.0,261.0,2017-05-11
6900.61,1985.0,6037.0,555122.0,2870.0,4.0,4.0,261.0,2017-05-11
3342.74,1923.0,6037.0,280022.0,897.0,1.0,2.0,261.0,2017-05-11
8003.3,1949.0,6037.0,666805.0,1281.0,2.0,2.0,261.0,2017-05-11
5114.4,1939.0,6037.0,414564.0,1149.0,1.0,2.0,261.0,2017-05-11
1801.09,1938.0,6037.0,146974.0,987.0,1.0,1.0,261.0,2017-05-11
5507.68,1928.0,6037.0,459435.0,1140.0,1.0,2.0,261.0,2017-05-11
4468.49,1925.0,6037.0,370401.0,1110.0,1.0,2.0,261.0,2017-05-11
9114.7,1941.0,6037.0,762991.0,1276.0,2.0,2.0,261.0,2017-05-11
735.89,1937.0,6037.0,59179.0,1141.0,1.0,2.0,261.0,2017-05-11
11363.26,1940.0,6037.0,950000.0,1289.0,2.0,2.0,261.0,2017-05-11
11934.21,1965.0,6037.0,981459.0,1678.0,2.0,3.0,261.0,2017-05-11
13167.73,1950.0,6037.0,1095799.0,1694.0,3.0,2.0,261.0,2017-05-11
12216.39,1965.0,6037.0,1010000.0,1352.0,2.0,2.0,261.0,2017-05-11
2981.94,1947.0,6037.0,228756.0,3113.0,4.0,4.0,261.0,2017-05-11
2757.93,1924.0,6037.0,220971.0,1069.0,1.0,2.0,261.0,2017-05-11
2513.33,1922.0,6037.0,192148.0,1918.0,2.0,3.0,261.0,2017-05-11
9892.14,1923.0,6037.0,815000.0,1438.0,3.0,4.0,261.0,2017-05-11
2274.06,1927.0,6037.0,175754.0,925.0,1.0,2.0,261.0,2017-05-11
2548.0,1926.0,6037.0,204498.0,1274.0,2.0,3.0,261.0,2017-05-11
2918.46,1929.0,6037.0,231200.0,1193.0,2.0,3.0,261.0,2017-05-11
3040.8,1928.0,6037.0,240898.0,1217.0,2.0,3.0,261.0,2017-05-11
6012.93,1923.0,6037.0,492921.0,1120.0,1.0,2.0,261.0,2017-05-11
1112.62,1953.0,6037.0,88913.0,1171.0,2.0,2.0,261.0,2017-05-11
995.22,1925.0,6037.0,76577.0,2068.0,1.0,2.0,261.0,2017-05-11
1631.84,1926.0,6037.0,130510.0,1975.0,2.0,4.0,261.0,2017-05-11
2871.05,1915.0,6037.0,228640.0,1418.0,2.0,2.0,261.0,2017-05-11
652.23,1933.0,6037.0,50484.0,1190.0,1.0,2.0,261.0,2017-05-11
605.41,1928.0,6037.0,35360.0,868.0,1.0,2.0,261.0,2017-05-11
1900.12,1927.0,6037.0,148496.0,1300.0,2.0,4.0,261.0,2017-05-11
2051.8,1922.0,6037.0,165158.0,749.0,1.0,2.0,261.0,2017-05-11
5486.67,1927.0,6037.0,452527.0,841.0,2.0,2.0,261.0,2017-05-11
4326.04,1923.0,6037.0,350697.0,1584.0,2.0,3.0,261.0,2017-05-11
1329.39,1925.0,6037.0,108538.0,1167.0,1.0,2.0,261.0,2017-05-11
2362.69,1921.0,6037.0,193815.0,1326.0,3.0,3.0,261.0,2017-05-11
4767.95,1921.0,6037.0,381639.0,1432.0,1.0,4.0,261.0,2017-05-11
5519.65,1922.0,6037.0,455984.0,810.0,1.0,2.0,261.0,2017-05-11
4959.09,1921.0,6037.0,410787.0,1012.0,1.0,2.0,261.0,2017-05-11
4047.46,1988.0,6037.0,332880.0,1856.0,2.0,3.0,261.0,2017-05-12
6233.37,1952.0,6037.0,518846.0,1174.0,2.0,3.0,261.0,2017-05-12
4621.52,1953.0,6037.0,384884.0,839.0,2.0,2.0,261.0,2017-05-12
1917.23,1940.0,6037.0,153060.0,733.0,1.0,2.0,261.0,2017-05-12
4563.29,1959.0,6037.0,380027.0,1087.0,2.0,3.0,261.0,2017-05-12
1409.35,1964.0,6037.0,104956.0,1889.0,3.0,4.0,261.0,2017-05-12
1774.39,1965.0,6037.0,116557.0,2206.0,3.0,4.0,261.0,2017-05-12
9914.35,1965.0,6037.0,812199.0,1973.0,3.0,5.0,261.0,2017-05-12
7313.71,1953.0,6037.0,609000.0,1062.0,1.0,2.0,261.0,2017-05-12
12690.39,1995.0,6037.0,1048000.0,3224.0,4.0,3.0,261.0,2017-05-12
4556.52,1981.0,6037.0,375135.0,2675.0,3.0,3.0,261.0,2017-05-12
424.42,1924.0,6037.0,29555.0,480.0,1.0,2.0,261.0,2017-05-12
4960.92,1904.0,6037.0,407000.0,907.0,1.0,2.0,261.0,2017-05-12
2625.67,1906.0,6037.0,218078.0,792.0,1.0,2.0,261.0,2017-05-12
2273.56,1922.0,6037.0,187955.0,1108.0,2.0,3.0,261.0,2017-05-12
7798.13,1963.0,6037.0,638000.0,1501.0,2.0,3.0,261.0,2017-05-12
2442.52,1981.0,6037.0,191743.0,1936.0,2.0,4.0,261.0,2017-05-12
2297.5,1949.0,6037.0,189636.0,876.0,1.0,2.0,261.0,2017-05-12
2666.5,1951.0,6037.0,214184.0,1304.0,2.0,3.0,261.0,2017-05-12
4114.14,1955.0,6037.0,339278.0,1950.0,3.0,3.0,261.0,2017-05-12
7184.62,1928.0,6037.0,583768.0,2496.0,4.0,4.0,261.0,2017-05-12
8996.92,1953.0,6037.0,750761.0,1160.0,2.0,3.0,261.0,2017-05-12
5574.98,1928.0,6037.0,463417.0,984.0,1.0,2.0,261.0,2017-05-12
2210.07,1938.0,6037.0,181441.0,990.0,1.0,2.0,261.0,2017-05-12
1075.51,1948.0,6037.0,76576.0,1606.0,2.0,4.0,261.0,2017-05-12
2864.38,1930.0,6037.0,238989.0,973.0,1.0,2.0,261.0,2017-05-12
3136.81,1915.0,6037.0,254470.0,720.0,1.0,2.0,261.0,2017-05-12
2493.47,1921.0,6037.0,202089.0,1184.0,2.0,3.0,261.0,2017-05-12
6480.69,1927.0,6037.0,541000.0,1010.0,1.0,2.0,261.0,2017-05-12
7207.74,1921.0,6037.0,598997.0,1336.0,2.0,3.0,261.0,2017-05-12
4722.58,1929.0,6037.0,392051.0,1248.0,1.0,3.0,261.0,2017-05-12
2760.76,1911.0,6037.0,221468.0,1086.0,1.0,2.0,261.0,2017-05-12
3433.08,1922.0,6037.0,285313.0,1088.0,2.0,3.0,261.0,2017-05-12
3023.59,1955.0,6037.0,249315.0,1300.0,3.0,3.0,261.0,2017-05-12
1835.1,1923.0,6037.0,144644.0,1056.0,1.0,2.0,261.0,2017-05-12
480.98,1951.0,6037.0,37632.0,1116.0,1.0,3.0,261.0,2017-05-12
1912.23,1926.0,6037.0,158717.0,719.0,1.0,2.0,261.0,2017-05-12
3890.03,1924.0,6037.0,316215.0,1120.0,1.0,2.0,261.0,2017-05-12
920.97,1925.0,6037.0,66507.0,1114.0,1.0,3.0,261.0,2017-05-12
1510.76,1945.0,6037.0,104957.0,3234.0,4.0,5.0,261.0,2017-05-12
8229.16,1978.0,6037.0,674000.0,2488.0,4.0,6.0,261.0,2017-05-12
1423.61,1913.0,6037.0,116639.0,804.0,1.0,2.0,261.0,2017-05-12
3294.77,2004.0,6037.0,263340.0,1476.0,2.0,3.0,261.0,2017-05-12
2325.21,1933.0,6037.0,191283.0,1125.0,1.0,2.0,261.0,2017-05-12
3489.71,1927.0,6037.0,281384.0,1104.0,1.0,2.0,261.0,2017-05-12
2697.44,1978.0,6037.0,214372.0,1971.0,3.0,3.0,261.0,2017-05-12
3416.13,1909.0,6037.0,275388.0,1219.0,2.0,3.0,261.0,2017-05-12
861.18,1969.0,6037.0,67467.0,1543.0,2.0,3.0,261.0,2017-05-12
2519.28,1925.0,6037.0,208170.0,1303.0,2.0,3.0,261.0,2017-05-12
4046.18,1930.0,6037.0,332946.0,1586.0,2.0,4.0,261.0,2017-05-12
2244.67,1952.0,6037.0,176816.0,1200.0,1.0,2.0,261.0,2017-05-12
3989.15,1925.0,6037.0,325429.0,954.0,1.0,2.0,261.0,2017-05-12
836.28,1920.0,6037.0,63377.0,762.0,1.0,2.0,261.0,2017-05-12
563.4,1921.0,6037.0,41166.0,1260.0,1.0,3.0,261.0,2017-05-12
6879.91,1939.0,6037.0,571430.0,1260.0,1.0,2.0,261.0,2017-05-12
353.64,1905.0,6037.0,27491.0,882.0,1.0,2.0,261.0,2017-05-12
6783.31,1913.0,6037.0,545590.0,2604.0,2.0,4.0,261.0,2017-05-12
5429.21,1920.0,6037.0,444631.0,2005.0,1.0,3.0,261.0,2017-05-12
5776.83,1924.0,6037.0,468122.0,2058.0,3.0,3.0,261.0,2017-05-12
3853.83,1929.0,6037.0,303241.0,2456.0,2.0,4.0,261.0,2017-05-12
